Week,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Optimization score,Campaign type,Avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,CTR,All video ad seq. impr.,Invalid clicks,Engagements,Invalid click rate,Engagement rate,Invalid Interactions,Avg. target cost per install,View rate (In-stream),View rate (In-feed),View rate (Shorts),Avg. target ROAS optimization,Avg. target ROAS,Views,Avg. watch time / impr.,Invalid Interaction rate,Avg. CPE,Avg. target CPA optimization,Avg. target CPA,Avg. target cost per in-app action,Watch time,Impr. (co-viewed),Impr. (Abs. Top) %,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%,Impr. (Top) %,Number of eligible keywords,Number of eligible responsive search ads,Number of eligible sitelinks (upgraded),Number of disapproved ads,Number of eligible ad groups,Number of eligible sitelinks (legacy),Number of eligible images (upgraded),Number of eligible ads,Number of disapproved keywords,Ad strength details,Number of eligible images (legacy),Results,Page view,Results value,Purchase,Download,Measurable impr.,Measurable rate,Viewable impr. distrib.,Viewable rate,Non-viewable impr.,Measurable cost,Viewable CTR,Non-measurable impr. distrib.,Viewable impr.,Non-measurable impr.,Avg. viewable CPM,Non-viewable impr. distrib.,Conv. value,Value / conv.,Conversions (by conv. time),All conv.,All conv. value,Conv. value / cost,Value adjustment,Conv. value (by conv. time),Cost / all conv.,All conv. value / cost,Conv. value / click,New customer lifetime value,Value / conv. (by conv. time),All conv. rate,All conv. value / click,Value / all conv.,All conv. (by conv. time),Orders,Units sold,Gross profit margin,Lead units sold,All value adjustment,All conv. value (by conv. time),Revenue,Avg. cart size,Cost of goods sold,Lead gross profit,All new customer lifetime value,Value / all conv. (by conv. time),Avg. order value,Gross profit,Lead revenue,Lead cost of goods sold,Cross-sell gross profit,Cross-device conv. (by conv. time),Cross-sell units sold,Cross-device conv. value,Cross-sell revenue,Cross-sell cost of goods sold,Cross-device conv.,Cross-device conv. value (by conv. time),View-through conv.,New customers,Installs,Installs per (1000) impressions,Cost / In-app action,Cost / Install,In-app actions,Conv. rate (install),Conv. rate (in-app action),Currency code,Est. add. cost/wk (rec. budget),Est. add. interactions/wk (rec. budget),Recommended budget,Conversions (current model),Conv. value (current model),Conv. value / cost (current model),"Value / conv. (current model, by conv. time)",Cost / conv. (current model),Value / conv. (current model),"Conversions (current model, by conv. time)",Conv. rate (current model),Conv. value / click (current model),"Conv. value (current model, by conv. time)",Campaign subtype,Location Goal for Target IS,Label,Conversion goals,Target ROAS,Max CPC Bid Limit for Target IS,Account optimization headroom,Campaign ID,Bid strategy,Target CPA,Target Impression Share,Campaign group,Search impr. share,Search lost IS (rank),Search lost IS (budget),Search exact match IS,Display lost IS (budget),Search top IS,Search lost top IS (rank),Search lost top IS (budget),Display impr. share,Click share,Search abs. top IS,Search lost abs. top IS (rank),Search lost abs. top IS (budget),Display lost IS (rank),Relative CTR,Phone calls,Phone impr.,PTR,Chat rate,Message impr.,Chats,Earned likes,Earned subscribers,Earned playlist additions,Earned views,Earned shares,Bid changes,Targeting changes,Budget changes,Status changes,Network changes,All changes,Keyword changes,Ad changes,Avg. impr. freq. / user,Avg. impr. freq. / user (30 days),Unique users,1+,2+,3+,4+,5+,10+,Avg. impr. freq. / user (7 days),Gmail clicks to website,Gmail saves,Gmail forwards,CPA,Donación,Cuota de impresiones perdidas (Display),Cuota de impresiones perdidas (Presup.),Bid strategy type,Participated in-app actions,Clicks,Conv. rate,Conversions,Cost / Participated in-app action,Avg. CPC,Cost / conv.
4/8/2024,Paused,UNICEF_UNICEF_Search Brand Conversion_Prospecting_ONGOING_Conversions_EC_GA #2, --,USD,60,Daily,Paused,campaign paused; campaign ended; some ads disapproved, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,6,2,0,0,10,0,21,"Pending: 31
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 3",2,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,19651754606, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
4/22/2024,Paused,UNICEF_UNICEF_youtube-DRTV-1_prospecting_alwayson_video-views_EC_youtube_adsmurai, --,USD,1500,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,3,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Drive conversions, --,adsmurai,[6444504318], --, --, --,13845516236, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
3/4/2024,Paused,UNICEF_UNICEF_mundial_prospecting_alwayson_traffic_EC_display_adsmurai, --,USD,12,Daily,Paused,campaign paused; campaign ended; some ads limited by policy, --,Display,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,18674027911, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize clicks,0,0,0.00%,0,0,0,0
2/26/2024,Enabled,UNICEF_UNICEF_brand_prospecting_alwayson_Conversions_EC_GoogleSearch_adsmurai Conversiones alcanzadas | Ad Landing Pledge, --,USD,63,Daily,Ended,campaign ended; some ads disapproved, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,4,14,0,0,0,0,27,"Pending: 31
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",0,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,[PURCHASE/WEBSITE], --, --, --,20789197131, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
4/29/2024,Enabled,UNICEF_UNICEF_brand_prospecting_alwayson_Conversions_EC_GoogleSearch_adsmurai Conversiones alcanzadas | Ad Landing Pledge, --,USD,63,Daily,Ended,campaign ended; some ads disapproved, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,4,14,0,0,0,0,27,"Pending: 31
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",0,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,[PURCHASE/WEBSITE], --, --, --,20789197131, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
2/5/2024,Paused,Search_Brand_Terms_LactanciaMaterna 09.08.18, --,USD,4,Daily,Paused,campaign paused; campaign ended; most ads disapproved, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,1,6,0,0,8,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 0",0,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,1502750372, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,CPC (enhanced),0,0,0.00%,0,0,0,0
2/12/2024,Enabled,UNICEF_UNICEF_brand_prospecting_alwayson_Conversions_EC_GoogleSearch_adsmurai Conversiones alcanzadas | Ad Landing Pledge, --,USD,63,Daily,Ended,campaign ended; some ads disapproved, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,4,14,0,0,0,0,27,"Pending: 31
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",0,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --,adsmurai,[PURCHASE/WEBSITE], --, --, --,20789197131, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
4/15/2024,Paused,UNICEF - OPT - MUNDIAL, --,USD,15,Daily,Paused,campaign paused; campaign ended; most ads disapproved, --,Display,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,3,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,1475141259, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,CPC (enhanced),0,0,0.00%,0,0,0,0
3/11/2024,Paused,UNICEF - OPT - MUNDIAL, --,USD,15,Daily,Paused,campaign paused; campaign ended; most ads disapproved, --,Display,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,3,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,1475141259, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,CPC (enhanced),0,0,0.00%,0,0,0,0
3/25/2024,Paused,Search_Brand_Terms_LactanciaMaterna 09.08.18, --,USD,4,Daily,Paused,campaign paused; campaign ended; most ads disapproved, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,1,6,0,0,8,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 0",0,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,1502750372, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,CPC (enhanced),0,0,0.00%,0,0,0,0
4/22/2024,Enabled,UNICEF_UNICEF_general-ongoing1_prospecting_alwayson_Conversions_EC_GoogleYoutube_adsmurai, --,USD,60,Daily,Eligible,some ads disapproved; some ads limited by policy,68.17,Video,0.006,1.05,"394,202","123,200",31.25%,0,412.28,0.74%,0,0,"123,199",0.00%,31.27%,"9,726", --,21.32%,0.03%,2.65%, --, --,"71,132",19,7.32%,0, --, --, --,"6,279,198","394,202", --,24.72%,17.78%,14.64%,12.19%, --,,,1,5,2,,0,2,, --,,Engagement: 2.00; Page View: 0.21; Purchase: 4.00; Sign-up: 8.67,0.21,Engagement: 2.00,4,0,"393,596",99.85%,86.82%,86.96%,"51,344",412.01, --,0.15%,"342,252",606,1.2,13.02%,0,0,4,53.4,38.18,0,0,0,7.72,0.09,0,0,0,0.01%,0,0.72,65.32,0,0, --,0,0,77.33,0,0,0, --,0,1.18,0,0,0, --, --,3.79,0,0,0, --,1.8,21,35,0,0,0,0,0,0,0.00%,0.00%,USD, --, --, --,4,0,0,0,103.07,0,4,0.00%,0,0,Drive conversions, --, --,[PURCHASE/WEBSITE], --, --,10.50%,19586568619, --, --, --, --, --, --, --, --,> 90%, --, --, --,< 10%, --, --, --, --,1.74%, --,0,0,0,0,0,0,10,1–20,0,19,0,0,0,0,0,0,0,0,0,1.6,,"249,646",,,,,,,,0,0,0,103.07,3,91.75%,Impresiones limitadas por el presupuesto,Maximize Conversions,0,"2,900",0.00%,4,0,0.14,103.07
4/1/2024,Enabled,UNICEF_UNICEF_general-ongoing1_prospecting_alwayson_Conversions_EC_GoogleYoutube_adsmurai, --,USD,60,Daily,Eligible,some ads disapproved; some ads limited by policy,68.17,Video,0.007,1,"438,612","105,167",23.98%,0,440.74,1.06%,0,0,"105,110",0.00%,24.35%,"5,769", --,27.23%,0.06%,3.11%, --, --,"62,940",19.6,5.20%,0, --, --, --,"4,380,637","438,612", --,31.89%,22.32%,18.76%,16.17%, --,,,1,5,2,,0,2,, --,,Engagement: 1.00; Page View: 13.60; Purchase: 4.98; Sign-up: 19.76,13.6,Engagement: 1.00,4.98,0,"435,529",99.30%,75.01%,75.54%,"106,520",439.49,0.00%,0.70%,"329,009","3,083",1.34,24.29%,0,0,5,93.55,87.63,0,0,0,4.71,0.2,0,0,0,0.04%,0,0.94,87.22,0,0, --,0,0,87.63,0,0,0, --,0,1,0,0,0, --, --,2,0,0,0, --,2,0,51,0,0,0,0,0,0,0.00%,0.00%,USD, --, --, --,4.98,0,0,0,88.54,0,5,0.00%,0,0,Drive conversions, --, --,[PURCHASE/WEBSITE], --, --,10.50%,19586568619, --, --, --, --, --, --, --, --,> 90%, --, --, --,< 10%, --, --, --, --,0.69%, --,0,0,0,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,2.4,,"182,866",,,,,,,,0,0,0,88.54,2,90.70%,Impresiones limitadas por el presupuesto,Maximize Conversions,0,"4,654",0.00%,4.98,0,0.09,88.54
4/8/2024,Paused,UNICEF_UNICEF_mundial_prospecting_alwayson_traffic_EC_display_adsmurai, --,USD,12,Daily,Paused,campaign paused; campaign ended; some ads limited by policy, --,Display,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,18674027911, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize clicks,0,0,0.00%,0,0,0,0
3/11/2024,Enabled,UNICEF_UNICEF_general-ongoing1_prospecting_alwayson_Conversions_EC_GoogleYoutube_adsmurai, --,USD,60,Daily,Eligible,some ads disapproved; some ads limited by policy,68.17,Video,0.007,0.78,"404,024","85,537",21.17%,0,314.83,1.16%,0,0,"85,427",0.00%,21.21%,"3,572", --,26.92%,0.05%,3.37%, --, --,"48,272",17.4,4.01%,0, --, --, --,"3,069,784","404,024", --,38.34%,27.28%,23.32%,20.68%, --,,,1,5,2,,0,2,, --,,Page View: 3.30; Purchase: 2.02; Sign-up: 15.29,3.3,0,2.02,0,"403,566",99.89%,82.83%,82.92%,"68,925",314.64,0.00%,0.11%,"334,641",458,0.94,17.06%,0,0,2,30.66,40.48,0,0,0,10.27,0.13,0,0,0,0.03%,0,1.32,30.48,0,0, --,0,0,30,0,0,0, --,0,0.98,0,0,0, --, --,1,0,10,0, --,2,0,7,0,0,0,0,0,0,0.00%,0.00%,USD, --, --, --,2.02,0,0,0,155.97,0,2,0.00%,0,0,Drive conversions, --, --,[PURCHASE/WEBSITE], --, --,10.50%,19586568619, --, --, --, --, --, --, --, --,> 90%, --, --, --,< 10%, --, --, --, --,0.73%, --,0,0,0,0,0,0,16,1–20,0,32,0,0,0,0,0,0,0,0,0,2.5,,"160,072",,,,,,,,0,0,0,155.97,1,90.74%,Impresiones limitadas por el presupuesto,Maximize Conversions,0,"4,684",0.00%,2.02,0,0.07,155.97
4/1/2024,Paused,UNICEF - OPT - MUNDIAL, --,USD,15,Daily,Paused,campaign paused; campaign ended; most ads disapproved, --,Display,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,3,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,1475141259, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,CPC (enhanced),0,0,0.00%,0,0,0,0
4/15/2024,Paused,UNICEF_UNICEF_Youtube_Mundial Reach_prospecting_alwayson_Reach_EC_paidsearch_google_adsmurai, --,USD,453,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,18743778910, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Target CPM,0,0,0.00%,0,0,0,0
4/22/2024,Paused,UNICEF_UNICEF_Youtube_Mundial Reach_prospecting_alwayson_Reach_EC_paidsearch_google_adsmurai, --,USD,453,Campaign Total,Paused,campaign paused; campaign ended; unknown, --,Video,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,"[DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]", --, --, --,18743778910, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Target CPM,0,0,0.00%,0,0,0,0
2/26/2024,Paused,UNICEF_UNICEF_general-ongoing_remarketing_alwayson_Conversions_EC_GoogleDisplay_adsmurai, --,USD,20,Daily,Paused,campaign paused; campaign ended; unknown, --,Display,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,,,1,0,0,,0,0,9, --,,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,[PURCHASE/WEBSITE], --, --, --,19901260308, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,0,0.00%,0,0,0,0
2/5/2024,Paused,UNICEF_UNICEF_general-emergencia_prospecting_alwayson_Conversions_EC_GooglePmax_adsmurai, --,USD,33,Daily,Paused,campaign paused; most asset groups limited by policy, --,Performance Max,0.007,1.38,"242,469","49,935",20.59%,0.01,334.1,1.15%,0,89,"49,108",3.10%,22.02%,"1,620", --, --, --, --, --, --,"26,069",18.4,3.14%,0, --, --, --,"1,900,086","242,469", --, --, --, --, --, --,,,2,0,0,,0,0,, --,,Engagement: 1.00; Page View: 1.73; Purchase: 1.76; Sign-up: 25.11,1.73,Engagement: 1.00,1.76,0,0,0.00%,0.00%, --,0,0, --,100.00%,0,"242,469",0,0.00%,0,0,2.14,33.12,36.11,0,0,0,10.09,0.11,0,58.39,0,0.06%,0,1.09,22.6,0,0, --,0,0,305.64,0,0,0, --,108.62,13.53,0,0,0, --, --,0,0,0,0, --,0,0,2,1.76,0,0,0,0,0,0.00%,0.00%,USD, --, --, --,1.76,0,0,0,189.75,0,2.14,0.00%,0,0,Standard, --, --,[PURCHASE/WEBSITE], --, --, --,16798192029, --, --, --, --, --, --, --, --, --, --, --, --, --,27.70%, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,189.75,1, --,No se han perdido impresiones debido al presupuesto,Maximize Conversions,0,"2,783",0.00%,1.76,0,0.12,189.75
3/25/2024,Paused,UNICEF_UNICEF_LeadtoPledge_prospecting_alwayson_Conversions_EC_GoogleSearch_adsmurai, --,USD,35,Daily,Paused,campaign paused; campaign ended; unknown, --,Search,0,0,0,0, --,0,0, --,0,0,0, --, --,0, --, --, --, --, --, --,0, --, --,0, --, --, --, --,0, --, --, --, --, --, --,0,0,1,0,0,0,0,0,14,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 2",0,0,0,0,0,0,0, --, --, --,0,0, --, --,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0, --,0,0,0,0,0,0, --,0,0,0,0,0, --, --,0,0,0,0, --,0,0,0,0,0,0,0,0,0, --, --,USD, --, --, --,0,0,0,0,0,0,0, --,0,0,Standard, --, --,[6444504321], --, --, --,20337563465, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0, --,No se han perdido impresiones debido al presupuesto,Maximize clicks,0,0,0.00%,0,0,0,0
